rut,fecha,bloque,area,disponible
9.100.065-2,2025-10-12,TARDE,UCI,True
9.100.065-2,2025-10-12,NOCHE,Hospitalizacion,False
9.100.066-0,2025-09-29,MANANA,Infectologia,True
9.100.066-0,2025-09-29,TARDE,UCI,True
9.100.066-0,2025-09-29,NOCHE,Pediatria,True
9.100.066-0,2025-09-30,MANANA,Pediatria,True
9.100.066-0,2025-09-30,TARDE,SalaMedica,True
9.100.066-0,2025-09-30,NOCHE,Recuperacion,False
9.100.066-0,2025-10-01,MANANA,UCI,False
9.100.066-0,2025-10-01,TARDE,Neonatologia,True
9.100.066-0,2025-10-01,NOCHE,Neonatologia,False
9.100.066-0,2025-10-02,MANANA,Neonatologia,True
9.100.066-0,2025-10-02,TARDE,Hospitalizacion,True
9.100.066-0,2025-10-02,NOCHE,Psiquiatria,False
9.100.066-0,2025-10-03,MANANA,Recuperacion,False
9.100.066-0,2025-10-03,TARDE,SalaMedica,True
9.100.066-0,2025-10-03,NOCHE,Recuperacion,False
9.100.066-0,2025-10-04,MANANA,Psiquiatria,True
9.100.066-0,2025-10-04,TARDE,Cardiologia,False
9.100.066-0,2025-10-04,NOCHE,SalaMedica,True
9.100.066-0,2025-10-05,MANANA,UCI,True
9.100.066-0,2025-10-05,TARDE,Geriatria,False
9.100.066-0,2025-10-05,NOCHE,Oncologia,True
9.100.066-0,2025-10-06,MANANA,Oncologia,True
9.100.066-0,2025-10-06,TARDE,Hospitalizacion,True
9.100.066-0,2025-10-06,NOCHE,Neonatologia,True
9.100.066-0,2025-10-07,MANANA,UCI,False
9.100.066-0,2025-10-07,TARDE,Quirurgico,True
9.100.066-0,2025-10-07,NOCHE,Quirurgico,False
9.100.066-0,2025-10-08,MANANA,Psiquiatria,True
9.100.066-0,2025-10-08,TARDE,Pediatria,True
9.100.066-0,2025-10-08,NOCHE,Urgencias,False
9.100.066-0,2025-10-09,MANANA,UCI,True
9.100.066-0,2025-10-09,TARDE,Recuperacion,False
9.100.066-0,2025-10-09,NOCHE,Oncologia,True
9.100.066-0,2025-10-10,MANANA,UCI,True
9.100.066-0,2025-10-10,TARDE,Geriatria,True
9.100.066-0,2025-10-10,NOCHE,Oncologia,False
9.100.066-0,2025-10-11,MANANA,Hospitalizacion,True
9.100.066-0,2025-10-11,TARDE,Dialisis,True
9.100.066-0,2025-10-11,NOCHE,UCI,False
9.100.066-0,2025-10-12,MANANA,Recuperacion,False
9.100.066-0,2025-10-12,TARDE,UCI,False
9.100.066-0,2025-10-12,NOCHE,Oncologia,True
9.100.067-9,2025-09-29,MANANA,Dialisis,True
9.100.067-9,2025-09-29,TARDE,Geriatria,True
9.100.067-9,2025-09-29,NOCHE,Urgencias,True
9.100.067-9,2025-09-30,MANANA,Urgencias,True
9.100.067-9,2025-09-30,TARDE,Dialisis,False
9.100.067-9,2025-09-30,NOCHE,UCI,True
9.100.067-9,2025-10-01,MANANA,Cardiologia,False
9.100.067-9,2025-10-01,TARDE,Quirurgico,True
9.100.067-9,2025-10-01,NOCHE,Cardiologia,True
9.100.067-9,2025-10-02,MANANA,UCI,False
9.100.067-9,2025-10-02,TARDE,Cardiologia,True
9.100.067-9,2025-10-02,NOCHE,Psiquiatria,False
9.100.067-9,2025-10-03,MANANA,Urgencias,True
9.100.067-9,2025-10-03,TARDE,Urgencias,True
9.100.067-9,2025-10-03,NOCHE,Psiquiatria,False
9.100.067-9,2025-10-04,MANANA,SalaMedica,True
9.100.067-9,2025-10-04,TARDE,Urgencias,True
9.100.067-9,2025-10-04,NOCHE,Recuperacion,False
9.100.067-9,2025-10-05,MANANA,Infectologia,False
9.100.067-9,2025-10-05,TARDE,Infectologia,False
9.100.067-9,2025-10-05,NOCHE,UCI,False
9.100.067-9,2025-10-06,MANANA,Recuperacion,True
9.100.067-9,2025-10-06,TARDE,Cardiologia,True
9.100.067-9,2025-10-06,NOCHE,SalaMedica,True
9.100.067-9,2025-10-07,MANANA,Cardiologia,True
9.100.067-9,2025-10-07,TARDE,Psiquiatria,True
9.100.067-9,2025-10-07,NOCHE,Pediatria,True
9.100.067-9,2025-10-08,MANANA,Hospitalizacion,True
9.100.067-9,2025-10-08,TARDE,Urgencias,False
9.100.067-9,2025-10-08,NOCHE,Traumatologia,False
9.100.067-9,2025-10-09,MANANA,Urgencias,True
9.100.067-9,2025-10-09,TARDE,Pediatria,True
9.100.067-9,2025-10-09,NOCHE,Psiquiatria,False
9.100.067-9,2025-10-10,MANANA,Geriatria,True
9.100.067-9,2025-10-10,TARDE,Oncologia,True
9.100.067-9,2025-10-10,NOCHE,SalaMedica,True
9.100.067-9,2025-10-11,MANANA,Neonatologia,True
9.100.067-9,2025-10-11,TARDE,Dialisis,True
9.100.067-9,2025-10-11,NOCHE,SalaMedica,True
9.100.067-9,2025-10-12,MANANA,Hospitalizacion,True
9.100.067-9,2025-10-12,TARDE,Cardiologia,False
9.100.067-9,2025-10-12,NOCHE,Urgencias,False
9.100.068-7,2025-09-29,MANANA,Traumatologia,False
9.100.068-7,2025-09-29,TARDE,Infectologia,True
9.100.068-7,2025-09-29,NOCHE,Urgencias,True
9.100.068-7,2025-09-30,MANANA,UCI,True
9.100.068-7,2025-09-30,TARDE,UCI,True
9.100.068-7,2025-09-30,NOCHE,Recuperacion,True
9.100.068-7,2025-10-01,MANANA,Urgencias,True
9.100.068-7,2025-10-01,TARDE,Urgencias,True
9.100.068-7,2025-10-01,NOCHE,Urgencias,False
9.100.068-7,2025-10-02,MANANA,Recuperacion,True
9.100.068-7,2025-10-02,TARDE,Cardiologia,True
9.100.068-7,2025-10-02,NOCHE,Psiquiatria,False
9.100.068-7,2025-10-03,MANANA,Infectologia,True
9.100.068-7,2025-10-03,TARDE,UCI,True
9.100.068-7,2025-10-03,NOCHE,Hospitalizacion,False
9.100.068-7,2025-10-04,MANANA,Recuperacion,False
9.100.068-7,2025-10-04,TARDE,Urgencias,True
9.100.068-7,2025-10-04,NOCHE,Infectologia,False
9.100.068-7,2025-10-05,MANANA,SalaMedica,True
9.100.068-7,2025-10-05,TARDE,Pediatria,False
9.100.068-7,2025-10-05,NOCHE,UCI,False
9.100.068-7,2025-10-06,MANANA,Hospitalizacion,True
9.100.068-7,2025-10-06,TARDE,Cardiologia,True
9.100.068-7,2025-10-06,NOCHE,Oncologia,True
9.100.068-7,2025-10-07,MANANA,Geriatria,False
9.100.068-7,2025-10-07,TARDE,Hospitalizacion,True
9.100.068-7,2025-10-07,NOCHE,Hospitalizacion,False
9.100.068-7,2025-10-08,MANANA,Pediatria,True
9.100.068-7,2025-10-08,TARDE,Pediatria,False
9.100.068-7,2025-10-08,NOCHE,Infectologia,False
9.100.068-7,2025-10-09,MANANA,Pediatria,True
9.100.068-7,2025-10-09,TARDE,UCI,True
9.100.068-7,2025-10-09,NOCHE,Cardiologia,True
9.100.068-7,2025-10-10,MANANA,Recuperacion,True
9.100.068-7,2025-10-10,TARDE,Cardiologia,True
9.100.068-7,2025-10-10,NOCHE,Cardiologia,True
9.100.068-7,2025-10-11,MANANA,UCI,False
9.100.068-7,2025-10-11,TARDE,Neonatologia,False
9.100.068-7,2025-10-11,NOCHE,SalaMedica,True
9.100.068-7,2025-10-12,MANANA,Neonatologia,True
9.100.068-7,2025-10-12,TARDE,SalaMedica,False
9.100.068-7,2025-10-12,NOCHE,Traumatologia,False
9.100.069-5,2025-09-29,MANANA,Urgencias,False
9.100.069-5,2025-09-29,TARDE,SalaMedica,True
9.100.069-5,2025-09-29,NOCHE,Pediatria,True
9.100.069-5,2025-09-30,MANANA,Neonatologia,False
9.100.069-5,2025-09-30,TARDE,Quirurgico,True
9.100.069-5,2025-09-30,NOCHE,Neonatologia,False
9.100.069-5,2025-10-01,MANANA,Infectologia,True
9.100.069-5,2025-10-01,TARDE,Urgencias,False
9.100.069-5,2025-10-01,NOCHE,Recuperacion,True
9.100.069-5,2025-10-02,MANANA,UCI,True
9.100.069-5,2025-10-02,TARDE,Urgencias,True
9.100.069-5,2025-10-02,NOCHE,SalaMedica,True
9.100.069-5,2025-10-03,MANANA,Recuperacion,True
9.100.069-5,2025-10-03,TARDE,Infectologia,False
9.100.069-5,2025-10-03,NOCHE,Urgencias,True
9.100.069-5,2025-10-04,MANANA,Infectologia,True
9.100.069-5,2025-10-04,TARDE,Quirurgico,True
9.100.069-5,2025-10-04,NOCHE,SalaMedica,True
9.100.069-5,2025-10-05,MANANA,Recuperacion,True
9.100.069-5,2025-10-05,TARDE,Geriatria,True
9.100.069-5,2025-10-05,NOCHE,Hospitalizacion,True
9.100.069-5,2025-10-06,MANANA,Infectologia,True
9.100.069-5,2025-10-06,TARDE,Oncologia,True
9.100.069-5,2025-10-06,NOCHE,UCI,True
9.100.069-5,2025-10-07,MANANA,Hospitalizacion,True
9.100.069-5,2025-10-07,TARDE,Urgencias,False
9.100.069-5,2025-10-07,NOCHE,Neonatologia,True
9.100.069-5,2025-10-08,MANANA,Urgencias,False
9.100.069-5,2025-10-08,TARDE,Recuperacion,False
9.100.069-5,2025-10-08,NOCHE,Quirurgico,False
9.100.069-5,2025-10-09,MANANA,Urgencias,True
9.100.069-5,2025-10-09,TARDE,UCI,True
9.100.069-5,2025-10-09,NOCHE,Oncologia,True
9.100.069-5,2025-10-10,MANANA,UCI,True
9.100.069-5,2025-10-10,TARDE,Psiquiatria,True
9.100.069-5,2025-10-10,NOCHE,Psiquiatria,True
9.100.069-5,2025-10-11,MANANA,Recuperacion,True
9.100.069-5,2025-10-11,TARDE,Urgencias,True
9.100.069-5,2025-10-11,NOCHE,Infectologia,False
9.100.069-5,2025-10-12,MANANA,Oncologia,True
9.100.069-5,2025-10-12,TARDE,Recuperacion,True
9.100.069-5,2025-10-12,NOCHE,Oncologia,True
9.100.070-9,2025-09-29,MANANA,Urgencias,True
9.100.070-9,2025-09-29,TARDE,Quirurgico,False
9.100.070-9,2025-09-29,NOCHE,Oncologia,True
9.100.070-9,2025-09-30,MANANA,Cardiologia,False
9.100.070-9,2025-09-30,TARDE,Geriatria,True
9.100.070-9,2025-09-30,NOCHE,Psiquiatria,False
9.100.070-9,2025-10-01,MANANA,Traumatologia,True
9.100.070-9,2025-10-01,TARDE,Traumatologia,True
9.100.070-9,2025-10-01,NOCHE,SalaMedica,True
9.100.070-9,2025-10-02,MANANA,SalaMedica,True
9.100.070-9,2025-10-02,TARDE,Cardiologia,True
9.100.070-9,2025-10-02,NOCHE,Urgencias,True
9.100.070-9,2025-10-03,MANANA,UCI,True
9.100.070-9,2025-10-03,TARDE,Oncologia,False
9.100.070-9,2025-10-03,NOCHE,Pediatria,True
9.100.070-9,2025-10-04,MANANA,Oncologia,False
9.100.070-9,2025-10-04,TARDE,Infectologia,True
9.100.070-9,2025-10-04,NOCHE,Traumatologia,True
9.100.070-9,2025-10-05,MANANA,SalaMedica,True
9.100.070-9,2025-10-05,TARDE,Neonatologia,True
9.100.070-9,2025-10-05,NOCHE,UCI,False
9.100.070-9,2025-10-06,MANANA,Urgencias,True
9.100.070-9,2025-10-06,TARDE,Pediatria,False
9.100.070-9,2025-10-06,NOCHE,Geriatria,False
9.100.070-9,2025-10-07,MANANA,Infectologia,False
9.100.070-9,2025-10-07,TARDE,UCI,True
9.100.070-9,2025-10-07,NOCHE,Pediatria,False
9.100.070-9,2025-10-08,MANANA,Oncologia,False
9.100.070-9,2025-10-08,TARDE,Infectologia,True
9.100.070-9,2025-10-08,NOCHE,Pediatria,True
9.100.070-9,2025-10-09,MANANA,Oncologia,True
9.100.070-9,2025-10-09,TARDE,UCI,False
9.100.070-9,2025-10-09,NOCHE,SalaMedica,True
9.100.070-9,2025-10-10,MANANA,Quirurgico,True
9.100.070-9,2025-10-10,TARDE,Infectologia,False
9.100.070-9,2025-10-10,NOCHE,Urgencias,True
9.100.070-9,2025-10-11,MANANA,Recuperacion,True
9.100.070-9,2025-10-11,TARDE,UCI,True
9.100.070-9,2025-10-11,NOCHE,Neonatologia,True
9.100.070-9,2025-10-12,MANANA,Geriatria,False
9.100.070-9,2025-10-12,TARDE,Quirurgico,False
9.100.070-9,2025-10-12,NOCHE,Quirurgico,False
9.100.071-7,2025-09-29,MANANA,Traumatologia,False
9.100.071-7,2025-09-29,TARDE,Hospitalizacion,True
9.100.071-7,2025-09-29,NOCHE,SalaMedica,False
9.100.071-7,2025-09-30,MANANA,Recuperacion,True
9.100.071-7,2025-09-30,TARDE,Geriatria,False
9.100.071-7,2025-09-30,NOCHE,Pediatria,False
9.100.071-7,2025-10-01,MANANA,UCI,True
9.100.071-7,2025-10-01,TARDE,Traumatologia,True
9.100.071-7,2025-10-01,NOCHE,Infectologia,True
9.100.071-7,2025-10-02,MANANA,SalaMedica,True
9.100.071-7,2025-10-02,TARDE,Urgencias,True
9.100.071-7,2025-10-02,NOCHE,Dialisis,False
9.100.071-7,2025-10-03,MANANA,Psiquiatria,False
9.100.071-7,2025-10-03,TARDE,UCI,True
9.100.071-7,2025-10-03,NOCHE,Oncologia,True
9.100.071-7,2025-10-04,MANANA,UCI,True
9.100.071-7,2025-10-04,TARDE,Traumatologia,False
9.100.071-7,2025-10-04,NOCHE,Oncologia,True
9.100.071-7,2025-10-05,MANANA,Psiquiatria,True
9.100.071-7,2025-10-05,TARDE,Recuperacion,True
9.100.071-7,2025-10-05,NOCHE,Urgencias,False
9.100.071-7,2025-10-06,MANANA,Dialisis,True
9.100.071-7,2025-10-06,TARDE,Cardiologia,True
9.100.071-7,2025-10-06,NOCHE,Recuperacion,False
9.100.071-7,2025-10-07,MANANA,SalaMedica,True
9.100.071-7,2025-10-07,TARDE,Oncologia,False
9.100.071-7,2025-10-07,NOCHE,Urgencias,True
9.100.071-7,2025-10-08,MANANA,Dialisis,True
9.100.071-7,2025-10-08,TARDE,Oncologia,False
9.100.071-7,2025-10-08,NOCHE,Recuperacion,True
9.100.071-7,2025-10-09,MANANA,UCI,True
9.100.071-7,2025-10-09,TARDE,Recuperacion,True
9.100.071-7,2025-10-09,NOCHE,Psiquiatria,True
9.100.071-7,2025-10-10,MANANA,Infectologia,True
9.100.071-7,2025-10-10,TARDE,Geriatria,True
9.100.071-7,2025-10-10,NOCHE,Infectologia,True
9.100.071-7,2025-10-11,MANANA,Geriatria,False
9.100.071-7,2025-10-11,TARDE,Urgencias,False
9.100.071-7,2025-10-11,NOCHE,Cardiologia,True
9.100.071-7,2025-10-12,MANANA,Oncologia,True
9.100.071-7,2025-10-12,TARDE,Infectologia,False
9.100.071-7,2025-10-12,NOCHE,UCI,True
9.100.072-5,2025-09-29,MANANA,Recuperacion,False
9.100.072-5,2025-09-29,TARDE,Traumatologia,False
9.100.072-5,2025-09-29,NOCHE,Dialisis,True
9.100.072-5,2025-09-30,MANANA,Recuperacion,True
9.100.072-5,2025-09-30,TARDE,Traumatologia,True
9.100.072-5,2025-09-30,NOCHE,Recuperacion,False
9.100.072-5,2025-10-01,MANANA,Oncologia,True
9.100.072-5,2025-10-01,TARDE,Traumatologia,True
9.100.072-5,2025-10-01,NOCHE,Pediatria,False
9.100.072-5,2025-10-02,MANANA,Traumatologia,True
9.100.072-5,2025-10-02,TARDE,UCI,True
9.100.072-5,2025-10-02,NOCHE,SalaMedica,True
9.100.072-5,2025-10-03,MANANA,Urgencias,True
9.100.072-5,2025-10-03,TARDE,Neonatologia,True
9.100.072-5,2025-10-03,NOCHE,Neonatologia,True
9.100.072-5,2025-10-04,MANANA,Cardiologia,True
9.100.072-5,2025-10-04,TARDE,Oncologia,False
9.100.072-5,2025-10-04,NOCHE,Quirurgico,True
9.100.072-5,2025-10-05,MANANA,Pediatria,True
9.100.072-5,2025-10-05,TARDE,Geriatria,True
9.100.072-5,2025-10-05,NOCHE,Psiquiatria,True
9.100.072-5,2025-10-06,MANANA,Oncologia,False
9.100.072-5,2025-10-06,TARDE,Quirurgico,True
9.100.072-5,2025-10-06,NOCHE,Urgencias,False
9.100.072-5,2025-10-07,MANANA,UCI,False
9.100.072-5,2025-10-07,TARDE,Urgencias,False
9.100.072-5,2025-10-07,NOCHE,Quirurgico,False
9.100.072-5,2025-10-08,MANANA,Neonatologia,False
9.100.072-5,2025-10-08,TARDE,Urgencias,True
9.100.072-5,2025-10-08,NOCHE,Traumatologia,True
9.100.072-5,2025-10-09,MANANA,Urgencias,False
9.100.072-5,2025-10-09,TARDE,SalaMedica,True
9.100.072-5,2025-10-09,NOCHE,SalaMedica,True
9.100.072-5,2025-10-10,MANANA,Neonatologia,True
9.100.072-5,2025-10-10,TARDE,Cardiologia,False
9.100.072-5,2025-10-10,NOCHE,Pediatria,False
9.100.072-5,2025-10-11,MANANA,UCI,True
9.100.072-5,2025-10-11,TARDE,UCI,False
9.100.072-5,2025-10-11,NOCHE,Recuperacion,False
9.100.072-5,2025-10-12,MANANA,Dialisis,True
9.100.072-5,2025-10-12,TARDE,Urgencias,True
9.100.072-5,2025-10-12,NOCHE,Quirurgico,False
9.100.073-3,2025-09-29,MANANA,Dialisis,True
9.100.073-3,2025-09-29,TARDE,UCI,True
9.100.073-3,2025-09-29,NOCHE,Quirurgico,False
9.100.073-3,2025-09-30,MANANA,Infectologia,False
9.100.073-3,2025-09-30,TARDE,Traumatologia,True
9.100.073-3,2025-09-30,NOCHE,UCI,False
9.100.073-3,2025-10-01,MANANA,Geriatria,True
9.100.073-3,2025-10-01,TARDE,Traumatologia,True
9.100.073-3,2025-10-01,NOCHE,Cardiologia,False
9.100.073-3,2025-10-02,MANANA,Cardiologia,True
9.100.073-3,2025-10-02,TARDE,UCI,True
9.100.073-3,2025-10-02,NOCHE,Urgencias,True
9.100.073-3,2025-10-03,MANANA,Geriatria,False
9.100.073-3,2025-10-03,TARDE,Urgencias,False
9.100.073-3,2025-10-03,NOCHE,Urgencias,True
9.100.073-3,2025-10-04,MANANA,Pediatria,True
9.100.073-3,2025-10-04,TARDE,Pediatria,True
9.100.073-3,2025-10-04,NOCHE,Quirurgico,False
9.100.073-3,2025-10-05,MANANA,UCI,True
9.100.073-3,2025-10-05,TARDE,UCI,True
9.100.073-3,2025-10-05,NOCHE,UCI,False
9.100.073-3,2025-10-06,MANANA,Dialisis,True
9.100.073-3,2025-10-06,TARDE,Dialisis,True
9.100.073-3,2025-10-06,NOCHE,Urgencias,True
9.100.073-3,2025-10-07,MANANA,Cardiologia,True
9.100.073-3,2025-10-07,TARDE,Urgencias,False
9.100.073-3,2025-10-07,NOCHE,UCI,False
9.100.073-3,2025-10-08,MANANA,Recuperacion,True
9.100.073-3,2025-10-08,TARDE,Urgencias,True
9.100.073-3,2025-10-08,NOCHE,Psiquiatria,False
9.100.073-3,2025-10-09,MANANA,Geriatria,False
9.100.073-3,2025-10-09,TARDE,Infectologia,True
9.100.073-3,2025-10-09,NOCHE,Pediatria,False
9.100.073-3,2025-10-10,MANANA,Urgencias,True
9.100.073-3,2025-10-10,TARDE,Infectologia,True
9.100.073-3,2025-10-10,NOCHE,SalaMedica,False
9.100.073-3,2025-10-11,MANANA,UCI,False
9.100.073-3,2025-10-11,TARDE,Pediatria,True
9.100.073-3,2025-10-11,NOCHE,Quirurgico,True
9.100.073-3,2025-10-12,MANANA,Traumatologia,True
9.100.073-3,2025-10-12,TARDE,Quirurgico,True
9.100.073-3,2025-10-12,NOCHE,Geriatria,False
9.100.074-1,2025-09-29,MANANA,Urgencias,True
9.100.074-1,2025-09-29,TARDE,Quirurgico,True
9.100.074-1,2025-09-29,NOCHE,Recuperacion,False
9.100.074-1,2025-09-30,MANANA,Urgencias,True
9.100.074-1,2025-09-30,TARDE,UCI,True
9.100.074-1,2025-09-30,NOCHE,Urgencias,False
9.100.074-1,2025-10-01,MANANA,Geriatria,True
9.100.074-1,2025-10-01,TARDE,Dialisis,False
9.100.074-1,2025-10-01,NOCHE,Dialisis,True
9.100.074-1,2025-10-02,MANANA,Quirurgico,False
9.100.074-1,2025-10-02,TARDE,Cardiologia,True
9.100.074-1,2025-10-02,NOCHE,Hospitalizacion,False
9.100.074-1,2025-10-03,MANANA,Hospitalizacion,True
9.100.074-1,2025-10-03,TARDE,Dialisis,False
9.100.074-1,2025-10-03,NOCHE,Geriatria,False
9.100.074-1,2025-10-04,MANANA,Urgencias,False
9.100.074-1,2025-10-04,TARDE,Psiquiatria,True
9.100.074-1,2025-10-04,NOCHE,Oncologia,True
9.100.074-1,2025-10-05,MANANA,Quirurgico,True
9.100.074-1,2025-10-05,TARDE,Quirurgico,True
9.100.074-1,2025-10-05,NOCHE,Cardiologia,False
9.100.074-1,2025-10-06,MANANA,Recuperacion,True
9.100.074-1,2025-10-06,TARDE,Urgencias,False
9.100.074-1,2025-10-06,NOCHE,Urgencias,False
9.100.074-1,2025-10-07,MANANA,Recuperacion,True
9.100.074-1,2025-10-07,TARDE,SalaMedica,True
9.100.074-1,2025-10-07,NOCHE,Neonatologia,False
9.100.074-1,2025-10-08,MANANA,Quirurgico,False
9.100.074-1,2025-10-08,TARDE,UCI,True
9.100.074-1,2025-10-08,NOCHE,Cardiologia,False
9.100.074-1,2025-10-09,MANANA,Pediatria,True
9.100.074-1,2025-10-09,TARDE,Recuperacion,True
9.100.074-1,2025-10-09,NOCHE,Recuperacion,False
9.100.074-1,2025-10-10,MANANA,Geriatria,True
9.100.074-1,2025-10-10,TARDE,Urgencias,True
9.100.074-1,2025-10-10,NOCHE,Hospitalizacion,True
9.100.074-1,2025-10-11,MANANA,SalaMedica,True
9.100.074-1,2025-10-11,TARDE,Urgencias,True
9.100.074-1,2025-10-11,NOCHE,SalaMedica,True
9.100.074-1,2025-10-12,MANANA,Hospitalizacion,False
9.100.074-1,2025-10-12,TARDE,Quirurgico,True
9.100.074-1,2025-10-12,NOCHE,Psiquiatria,True
9.100.075-K,2025-09-29,MANANA,Geriatria,True
9.100.075-K,2025-09-29,TARDE,Traumatologia,False
9.100.075-K,2025-09-29,NOCHE,Quirurgico,True
9.100.075-K,2025-09-30,MANANA,Quirurgico,True
9.100.075-K,2025-09-30,TARDE,Traumatologia,False
9.100.075-K,2025-09-30,NOCHE,Quirurgico,True
9.100.075-K,2025-10-01,MANANA,Psiquiatria,True
9.100.075-K,2025-10-01,TARDE,Neonatologia,False
9.100.075-K,2025-10-01,NOCHE,Psiquiatria,False
9.100.075-K,2025-10-02,MANANA,Psiquiatria,True
9.100.075-K,2025-10-02,TARDE,Cardiologia,True
9.100.075-K,2025-10-02,NOCHE,Dialisis,True
9.100.075-K,2025-10-03,MANANA,UCI,True
9.100.075-K,2025-10-03,TARDE,SalaMedica,True
9.100.075-K,2025-10-03,NOCHE,Oncologia,True
9.100.075-K,2025-10-04,MANANA,UCI,True
9.100.075-K,2025-10-04,TARDE,Traumatologia,True
9.100.075-K,2025-10-04,NOCHE,Pediatria,False
9.100.075-K,2025-10-05,MANANA,Urgencias,True
9.100.075-K,2025-10-05,TARDE,Oncologia,True
9.100.075-K,2025-10-05,NOCHE,Pediatria,False
9.100.075-K,2025-10-06,MANANA,Psiquiatria,False
9.100.075-K,2025-10-06,TARDE,Oncologia,True
9.100.075-K,2025-10-06,NOCHE,Pediatria,False
9.100.075-K,2025-10-07,MANANA,Infectologia,True
9.100.075-K,2025-10-07,TARDE,UCI,True
9.100.075-K,2025-10-07,NOCHE,UCI,False
9.100.075-K,2025-10-08,MANANA,Hospitalizacion,False
9.100.075-K,2025-10-08,TARDE,Dialisis,True
9.100.075-K,2025-10-08,NOCHE,SalaMedica,False
9.100.075-K,2025-10-09,MANANA,UCI,True
9.100.075-K,2025-10-09,TARDE,Pediatria,True
9.100.075-K,2025-10-09,NOCHE,Oncologia,False
9.100.075-K,2025-10-10,MANANA,Quirurgico,True
9.100.075-K,2025-10-10,TARDE,Traumatologia,False
9.100.075-K,2025-10-10,NOCHE,Infectologia,True
9.100.075-K,2025-10-11,MANANA,SalaMedica,False
9.100.075-K,2025-10-11,TARDE,Urgencias,True
9.100.075-K,2025-10-11,NOCHE,Psiquiatria,False
9.100.075-K,2025-10-12,MANANA,SalaMedica,False
9.100.075-K,2025-10-12,TARDE,Cardiologia,True
9.100.075-K,2025-10-12,NOCHE,UCI,True
9.100.076-8,2025-09-29,MANANA,Traumatologia,True
9.100.076-8,2025-09-29,TARDE,Dialisis,False
9.100.076-8,2025-09-29,NOCHE,Pediatria,False
9.100.076-8,2025-09-30,MANANA,UCI,True
9.100.076-8,2025-09-30,TARDE,Geriatria,True
9.100.076-8,2025-09-30,NOCHE,SalaMedica,True
9.100.076-8,2025-10-01,MANANA,Traumatologia,True
9.100.076-8,2025-10-01,TARDE,Oncologia,False
9.100.076-8,2025-10-01,NOCHE,Psiquiatria,False
9.100.076-8,2025-10-02,MANANA,Urgencias,False
9.100.076-8,2025-10-02,TARDE,UCI,False
9.100.076-8,2025-10-02,NOCHE,Neonatologia,True
9.100.076-8,2025-10-03,MANANA,Dialisis,False
9.100.076-8,2025-10-03,TARDE,UCI,True
9.100.076-8,2025-10-03,NOCHE,Recuperacion,True
9.100.076-8,2025-10-04,MANANA,Urgencias,True
9.100.076-8,2025-10-04,TARDE,Quirurgico,False
9.100.076-8,2025-10-04,NOCHE,Geriatria,True
9.100.076-8,2025-10-05,MANANA,SalaMedica,True
9.100.076-8,2025-10-05,TARDE,UCI,True
9.100.076-8,2025-10-05,NOCHE,Oncologia,True
9.100.076-8,2025-10-06,MANANA,SalaMedica,False
9.100.076-8,2025-10-06,TARDE,Pediatria,True
9.100.076-8,2025-10-06,NOCHE,Psiquiatria,False
9.100.076-8,2025-10-07,MANANA,Hospitalizacion,True
9.100.076-8,2025-10-07,TARDE,Geriatria,True
9.100.076-8,2025-10-07,NOCHE,Dialisis,True
9.100.076-8,2025-10-08,MANANA,Urgencias,True
9.100.076-8,2025-10-08,TARDE,Pediatria,True
9.100.076-8,2025-10-08,NOCHE,Psiquiatria,True
9.100.076-8,2025-10-09,MANANA,Infectologia,True
9.100.076-8,2025-10-09,TARDE,SalaMedica,True
9.100.076-8,2025-10-09,NOCHE,UCI,False
9.100.076-8,2025-10-10,MANANA,Recuperacion,False
9.100.076-8,2025-10-10,TARDE,Oncologia,True
9.100.076-8,2025-10-10,NOCHE,Hospitalizacion,True
9.100.076-8,2025-10-11,MANANA,Infectologia,True
9.100.076-8,2025-10-11,TARDE,UCI,True
9.100.076-8,2025-10-11,NOCHE,Pediatria,False
9.100.076-8,2025-10-12,MANANA,SalaMedica,True
9.100.076-8,2025-10-12,TARDE,Geriatria,True
9.100.076-8,2025-10-12,NOCHE,Dialisis,True
9.100.077-6,2025-09-29,MANANA,SalaMedica,False
9.100.077-6,2025-09-29,TARDE,Cardiologia,False
9.100.077-6,2025-09-29,NOCHE,Infectologia,False
9.100.077-6,2025-09-30,MANANA,Geriatria,False
9.100.077-6,2025-09-30,TARDE,Traumatologia,True
9.100.077-6,2025-09-30,NOCHE,Traumatologia,True
9.100.077-6,2025-10-01,MANANA,Cardiologia,True
9.100.077-6,2025-10-01,TARDE,Cardiologia,True
9.100.077-6,2025-10-01,NOCHE,Urgencias,True
9.100.077-6,2025-10-02,MANANA,SalaMedica,True
9.100.077-6,2025-10-02,TARDE,Oncologia,False
9.100.077-6,2025-10-02,NOCHE,Cardiologia,True
9.100.077-6,2025-10-03,MANANA,Oncologia,True
9.100.077-6,2025-10-03,TARDE,SalaMedica,True
9.100.077-6,2025-10-03,NOCHE,Quirurgico,True
9.100.077-6,2025-10-04,MANANA,Pediatria,False
9.100.077-6,2025-10-04,TARDE,Urgencias,True
9.100.077-6,2025-10-04,NOCHE,Oncologia,True
9.100.077-6,2025-10-05,MANANA,UCI,False
9.100.077-6,2025-10-05,TARDE,Geriatria,False
9.100.077-6,2025-10-05,NOCHE,Recuperacion,False
9.100.077-6,2025-10-06,MANANA,UCI,False
9.100.077-6,2025-10-06,TARDE,Recuperacion,False
